,dayVec1,dayVec2,dayVec4,dayVec8,dayVec16,dayVec32,dayVec64,dayVec128,dayVec256,movAvg8,movAvg16,movAvg32,movAvg64,movAvg128,movAvg256,movMin8,movMin16,movMin32,movMin64,movMin128,movMin256,movMax8,movMax16,movMax32,movMax64,movMax128,movMax256,movMed8,movMed16,movMed32,movMed64,movMed128,movMed256,movSTD8,movSTD16,movSTD32,movSTD64,movSTD128,movSTD256,dayVec1Forward,dayVec2Forward,dayVec4Forward,dayVec8Forward,dayVec16Forward,dayVec32Forward,dayVec64Forward
2004-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07356746765249544,-0.0828911253430924,-0.05344664778092545,-0.019753569333072707,-0.06666666666666676,-0.2748842592592593,-0.4011231927350938
2004-08-20,0.07940941739824425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010064043915827936,0.03283696067201225,0.0037105751391466324,0.08048731775514284,-0.028550906805530518,-0.2098729370527238,-0.3606712361143938
2004-08-23,0.010166358595194103,0.09038308060654443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043337151584574185,0.032105760151085905,0.03074311580535638,0.07790927021696237,-0.023060421880586324,-0.21208189158016144,-0.3373347884079059
2004-08-24,-0.04153705397987184,-0.031792975970425075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010764872521246471,-0.02820037105751383,0.02806673209028454,0.048648648648648596,-0.07992271210258206,-0.23866279069767438,-0.37404397705544934
2004-08-25,0.010882016036655173,-0.031107044830741004,0.056464485235435014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017625231910946115,-0.0013202565069785344,0.035595540778407875,0.04355538037051643,-0.09780201056398019,-0.21625222024866786,-0.39340130599152257
2004-08-26,0.017941454202077267,0.029018709431080536,-0.003696857670979714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016597510373443924,0.057899901864572945,0.07649290992610336,0.0547945205479452,-0.09594095940959413,-0.2146291709165088,-0.3985046311795558
2004-08-27,-0.01632653061224476,0.0013220018885742313,-0.02982616651418102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040628066732090184,0.03696460003911595,0.045759368836291836,0.03757338551859113,-0.09921848453958537,-0.2466609832338732,-0.41369014707508567
2004-08-30,-0.03904187099207845,-0.05473098330241177,-0.027300496372661298,,,,,,,-0.03428341270405366,,,,,,0.016560255387071177,,,,,,-0.06770356816102463,,,,,,-0.03840709634802297,,,,,,31.54024402867983,,,,,,-0.0035204380989634076,0.01757539444777323,0.020020020020020013,-0.03155293670404857,-0.13833925249450363,-0.28168616946285074,-0.43949394939493946
2004-08-31,0.0035328753680079483,-0.03564692568841943,-0.03437204910292724,0.020151636073423962,,,,,,-0.03318521319844925,,,,,,0.0035328753680079483,,,,,,-0.06440988106129908,,,,,,-0.03500990846465979,,,,,,36.92479328992574,,,,,,0.021170361493908496,0.008481262327416195,0.007686243594797082,-0.047858472998137835,-0.15277547638773814,-0.28966379549874965,-0.4311936811658694
2004-09-01,-0.02073146880500687,-0.01727183513248287,-0.07105751391465676,-0.07449168207024026,,,,,,-0.04412361293401723,,,,,,0.0,,,,,,-0.08380603842634948,,,,,,-0.0492737111933923,,,,,,30.996678078115412,,,,,,-0.012426035502958621,0.002402402402402304,-0.020156555772994134,-0.10091578380319621,-0.16354827931840965,-0.3280096631324655,-0.4412453967191161
2004-09-02,0.012582384661473878,-0.008409935458634887,-0.04375707280271601,-0.07227813357731006,,,,,,-0.022886051553842157,,,,,,0.012582384661473878,,,,,,-0.05936920222634501,,,,,,-0.02038450391266544,,,,,,36.39054544941252,,,,,,0.01501501501501501,-0.0007883326763894472,-0.007827788649706457,-0.09367179120486224,-0.1416962925342813,-0.313937753721245,-0.4373543446898235
2004-09-03,-0.014792899408283988,-0.002396644697423511,-0.01962708537782143,-0.046391752577319534,,,,,,-0.03167179586594582,,,,,,0.0,,,,,,-0.0732838589981446,,,,,,-0.021355799373040774,,,,,,32.41306647540419,,,,,,-0.015569570358691331,-0.022504892367906093,-0.05056072989925864,-0.12260670999473033,-0.2117721319236231,-0.2881573321932449,-0.4327731092436975
2004-09-07,0.015815815815815704,0.0007889546351085297,-0.007627615881087402,-0.041737488196411765,,,,,,-0.01106076109730525,,,,,,0.015815815815815704,,,,,,-0.058627087198515726,,,,,,-0.0020650998131576115,,,,,,35.0355010469724,,,,,,-0.007045009784735767,-0.007045009784735767,-0.05512104283054009,-0.1354574884988924,-0.22498854437146776,-0.32002144197266147,-0.4074506598154852
2004-09-08,0.007094994087504913,0.02302302302302306,0.02057120031955262,-0.051948051948051854,,,,,,0.002796448020409237,,,,,,0.02302302302302306,,,,,,-0.03621274990569601,,,,,,0.0050152424033829135,,,,,,53.2078907750836,,,,,,0.0,-0.02870176772476707,-0.08242054228766382,-0.1429050654142905,-0.21068890948409014,-0.40671078602113075,-0.39818631492168177
2004-09-09,0.0,0.007094994087504913,0.007889546351084853,-0.03621274990569601,,,,,,0.007541775521269889,,,,,,0.02302302302302306,,,,,,-0.0005867396831605864,,,,,,0.0050152424033829135,,,,,,108.44596840750661,,,,,,-0.02870176772476707,-0.04841713221601496,-0.08652127279227739,-0.13183826027862722,-0.22832980972515848,-0.4541181497703237,-0.410135057139559
2004-09-10,0.02954990215264175,0.02954990215264175,0.05325325325325325,0.0325809617271835,,,,,,0.03308787432498761,0.014816690175654124,,,,,0.05325325325325325,0.05325325325325325,,,,,0.0,-0.037328453796889316,,,,,0.03318931657501967,0.029247774625843714,,,,,63.14354770554323,33.28464256921642,,,,,-0.020297951582867846,-0.05530615909499015,-0.07588266291937462,-0.11026551665821072,-0.22013044767269485,-0.420658517784385,-0.3864007464427338
2004-09-13,0.020718494582778968,0.050880626223092085,0.0583366180528182,0.0502640328574222,0.07142857142857162,,,,,0.0478815523087055,0.03139067282876162,,,,,0.07507507507507505,0.07507507507507505,,,,,0.0,-0.017383348581884617,,,,,0.054595443833464374,0.03758091005699926,,,,,40.81990153068151,34.151189468694675,,,,,-0.03573352486981496,-0.040042903110475425,-0.08502300221502801,-0.11019055509527753,-0.2230902777777778,-0.4218968672623533,-0.3692741367159972
2004-09-14,0.03705772811918062,0.05854400304124696,0.08982387475538145,0.11224285999600547,0.02939001848428835,,,,,0.07201809475685161,0.06757404389916588,,,,,0.1149149149149149,0.1149149149149149,,,,,0.0,0.0,,,,,0.08982387475538145,0.07603130132354363,,,,,27.919886503306994,31.572710223835898,,,,,-0.004469074007865559,-0.02178113472685761,-0.0659174773565917,-0.0696625459405279,-0.18665108806776698,-0.4232004142931124,-0.376092314586601
2004-09-15,0.004489136290177775,0.041713221601489714,0.09471624266144807,0.10335305719921095,0.02360475754803293,,,,,0.06342228453294663,0.070711662459775,,,,,0.1199199199199199,0.1199199199199199,,,,,0.0,0.0,,,,,0.0787773599460031,0.08086175248768224,,,,,23.365935480140184,29.097259743186605,,,,,-0.017389776919023436,-0.046856363946157775,-0.0496092422697928,-0.05298798036228203,-0.19348327566320644,-0.41251837849191353,-0.37706013363028956
2004-09-16,0.017697533071147742,0.022266115999281855,0.08211366660330732,0.13973973973973974,0.0868652157311951,,,,,0.06458474556461957,0.08376166000380714,,,,,0.12199448167126525,0.13973973973973974,,,,,0.0,0.0,,,,,0.07101871884112487,0.09755157123578173,,,,,22.109951605880305,24.904118452206365,,,,,-0.029988072925540954,-0.04511908755451188,-0.03720615592761711,-0.10162537478302036,-0.17252906976744187,-0.41860702614379086,-0.35416903006239364
2004-09-17,0.03091515896715258,0.04915981408652126,0.09292364990688995,0.15668111943240048,0.1084041548630783,,,,,0.07747383881035419,0.1096877880456617,,,,,0.14853228962818,0.17497497497497494,,,,,0.0,0.0,,,,,0.07304141146357068,0.13148255253518393,,,,,20.07709790889176,20.856330689714632,,,,,-0.01559879235155992,-0.0028882093102277073,-0.027506213753106912,-0.10355888193065532,-0.13129070455891068,-0.39706184507910425,-0.34752640355753206
2004-09-20,0.015845970352700522,0.04725101001229581,0.07056922248159458,0.16673189823874757,0.10612244897959178,,,,,0.07355721616998268,0.11970326548817978,,,,,0.16673189823874757,0.19359359359359352,,,,,0.0,0.0,,,,,0.06817163844844565,0.14941199151725448,,,,,19.302043595533064,17.8283004710734,,,,,0.012911994563370666,0.008286825638423645,-0.004009355162044814,-0.07908557306147668,-0.1312836951770363,-0.3772717777313558,-0.3549015364639688
2004-09-21,-0.012747400201274739,0.0028965752257625876,0.05219878441186987,0.15185909980430523,0.11014711429649182,,,,,0.04167772763472244,0.09790389144069556,,,,,0.11879870747006271,0.17837837837837833,,,,,-0.012747400201274739,-0.012747400201274739,,,,,0.042969788251971286,0.13475997686523988,,,,,22.416797537526058,16.004026149833177,,,,,-0.004566210045662156,-0.02468931234465621,-0.003555104113763363,-0.11114466928420419,-0.1636828644501278,-0.3620203771948841,-0.3586838091087383
2004-09-22,0.004587155963302836,-0.00821871855082179,0.038643948708940945,0.12393081163276953,0.16054955839057894,,,,,0.031577110956036325,0.09252159453092523,,,,,0.10111731843575411,0.18378378378378368,,,,,-0.00821871855082179,-0.00821871855082179,,,,,0.02283341982356002,0.11240711127833691,,,,,27.26613226398126,15.237093044667294,,,,,-0.020215410107705,-0.012195121951219412,-0.0669086318447214,-0.1234805810850873,-0.16636120118426623,-0.3009812034519447,-0.3646034816247582
2004-09-23,0.02063250465076938,0.025314305130818893,0.028284205145680863,0.12383612662942278,0.18032466262468216,,,,,0.037810881107456895,0.10331588930277191,,,,,0.08367750044891364,0.20820820820820818,,,,,0.0,0.0,,,,,0.0267971076137814,0.10339153487521724,,,,,33.693823702882845,14.636633043812193,,,,,0.008185766789174709,0.021669206026748045,-0.07820375744615848,-0.1268807870370371,-0.1615726590719645,-0.29980276134122286,-0.357021095248242
2004-09-24,-0.00811930405965211,0.012345679012345734,0.004025494800402596,0.07487879332016534,0.19552626323147582,,,,,0.020239464825940745,0.08225137575285024,,,,,0.0700750804433321,0.19839839839839835,,,,,-0.00811930405965211,-0.00811930405965211,,,,,0.014662259513517961,0.07247155782495751,,,,,38.756068160609466,14.536714946245757,,,,,0.013373963094633456,-0.05538898532428593,-0.07537843682421985,-0.12574850299401197,-0.19661790363709575,-0.28966417467663463,-0.3755476736907991
2004-09-27,-0.013197460741730671,-0.021209610604805307,0.0035677879714577365,0.0559528065784769,0.16508875739644968,,,,,0.00010581786628871548,0.05796225401302979,,,,,0.03759002283506052,0.18258258258258242,,,,,-0.021209610604805307,-0.021209610604805307,,,,,-0.0005076142131980044,0.04669088331709048,,,,,56.699873331476304,14.743751968027857,,,,,-0.0678554521066751,-0.09775469680769822,-0.10797342192691028,-0.14835640138408301,-0.2006765899864683,-0.2955277280858676,-0.38647694225176565
2004-09-28,0.07279498899610637,0.058636819244904714,0.07170640960595298,0.11312137712980852,0.26866866866866856,,,,,0.05848209625221856,0.11817901098416339,,,,,0.07974101209746132,0.24891604256996436,,,,,0.0,0.0,,,,,0.06728421052631584,0.09617713198408562,,,,,40.72913926612739,15.46931333618289,,,,,-0.03207575989002598,-0.021161569354340437,-0.06062852060480284,-0.07892441860465116,-0.0969075103320508,-0.306825639903741,-0.34229372080954856
